,reg,alu1,alu2,m,reg,hilo,pc,cp0,
add(u),,r,r,,alu,
sub(u),,r,r,,alu
and,,r,r,,alu
or,,r,r,,alu
xor,,r,r,,alu
nor,,r,r,,alu
sllv,,r,r,,alu6
srav,,r,r,,alu
srlv,,r,r,,alu
slt(u),,r,r,,alu
,
addi(u),,r,o,,alu
andi,,r,o,,alu
ori,,r,o,,alu
xori,,r,o,,alu
sll,,r,o,,alu
sra,,r,o,,alu
srl,,r,o,,alu
slti(u),,r,o,,alu
,
beq,,r,r,,,,alu+
bgez,,r,r,,,,alu+
bgtz,,r,r,,,,alu+
blez,,r,r,,,,alu+
bltz,,r,r,,,,alu+
bltz,,r,r,,,,alu+
,
break,
syscall,
eret,,,,,,,cp0
,
div(u),,r,r,,,alu
mult(u),,r,r,,,alu
,
j,,,,,,,o
jar,pc+4,,,,,,o
jalr,pc+4,,,,,,r
jr,,,,,,,r
,
lb(u),,r,o,,m[alu]+
lh(u),,r,o,,m[alu]+
lw,,r,o,,m[alu]
,
lui,o
,
mfc0,cp0
mfhi,hilo
mflo,hilo
mtc0,,,,,,,,r
mthi,,,,,,r
mtlo,,,,,,r
,
sb,,r,o,r+
sh,,r,o,r+
sw,,r,o,r
,